id,Tên tỉnh,Tên tỉnh không dấu,Loại,Tên đầy đủ,Tên xã phường,Loại,slug,name_with_type,path,path_with_type,code,parent_code
6927,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Cờ Đỏ,xa,co-do,Xã Cờ Đỏ,"Cờ Đỏ, Cần Thơ","Xã Cờ Đỏ, Thành phố Cần Thơ",6927,15
7183,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Đông Hiệp,xa,dong-hiep,Xã Đông Hiệp,"Đông Hiệp, Cần Thơ","Xã Đông Hiệp, Thành phố Cần Thơ",7183,15
7439,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Trung Hưng,xa,trung-hung,Xã Trung Hưng,"Trung Hưng, Cần Thơ","Xã Trung Hưng, Thành phố Cần Thơ",7439,15
7695,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Vĩnh Thạnh,xa,vinh-thanh,Xã Vĩnh Thạnh,"Vĩnh Thạnh, Cần Thơ","Xã Vĩnh Thạnh, Thành phố Cần Thơ",7695,15
7951,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Vĩnh Trinh,xa,vinh-trinh,Xã Vĩnh Trinh,"Vĩnh Trinh, Cần Thơ","Xã Vĩnh Trinh, Thành phố Cần Thơ",7951,15
8207,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Thạnh An,xa,thanh-an,Xã Thạnh An,"Thạnh An, Cần Thơ","Xã Thạnh An, Thành phố Cần Thơ",8207,15
8463,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Thạnh Quới,xa,thanh-quoi,Xã Thạnh Quới,"Thạnh Quới, Cần Thơ","Xã Thạnh Quới, Thành phố Cần Thơ",8463,15
8719,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Vị Thanh,phuong,vi-thanh,Phường Vị Thanh,"Vị Thanh, Cần Thơ","Phường Vị Thanh, Thành phố Cần Thơ",8719,15
8975,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Vị Tân,phuong,vi-tan,Phường Vị Tân,"Vị Tân, Cần Thơ","Phường Vị Tân, Thành phố Cần Thơ",8975,15
9231,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Hỏa Lựu,xa,hoa-luu,Xã Hỏa Lựu,"Hỏa Lựu, Cần Thơ","Xã Hỏa Lựu, Thành phố Cần Thơ",9231,15
9487,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Vị Thủy,xa,vi-thuy,Xã Vị Thủy,"Vị Thủy, Cần Thơ","Xã Vị Thủy, Thành phố Cần Thơ",9487,15
9743,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Vĩnh Thuận Đông,xa,vinh-thuan-dong,Xã Vĩnh Thuận Đông,"Vĩnh Thuận Đông, Cần Thơ","Xã Vĩnh Thuận Đông, Thành phố Cần Thơ",9743,15
9999,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Vị Thanh 1,xa,vi-thanh-1,Xã Vị Thanh 1,"Vị Thanh 1, Cần Thơ","Xã Vị Thanh 1, Thành phố Cần Thơ",9999,15
10255,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Vĩnh Tường,xa,vinh-tuong,Xã Vĩnh Tường,"Vĩnh Tường, Cần Thơ","Xã Vĩnh Tường, Thành phố Cần Thơ",10255,15
10511,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Vĩnh Viễn,xa,vinh-vien,Xã Vĩnh Viễn,"Vĩnh Viễn, Cần Thơ","Xã Vĩnh Viễn, Thành phố Cần Thơ",10511,15
10767,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Xà Phiên,xa,xa-phien,Xã Xà Phiên,"Xà Phiên, Cần Thơ","Xã Xà Phiên, Thành phố Cần Thơ",10767,15
11023,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Lương Tâm,xa,luong-tam,Xã Lương Tâm,"Lương Tâm, Cần Thơ","Xã Lương Tâm, Thành phố Cần Thơ",11023,15
11279,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Long Bình,phuong,long-binh,Phường Long Bình,"Long Bình, Cần Thơ","Phường Long Bình, Thành phố Cần Thơ",11279,15
11535,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Long Mỹ,phuong,long-my,Phường Long Mỹ,"Long Mỹ, Cần Thơ","Phường Long Mỹ, Thành phố Cần Thơ",11535,15
11791,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Long Phú 1,phuong,long-phu-1,Phường Long Phú 1,"Long Phú 1, Cần Thơ","Phường Long Phú 1, Thành phố Cần Thơ",11791,15
12047,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Thạnh Xuân,xa,thanh-xuan,Xã Thạnh Xuân,"Thạnh Xuân, Cần Thơ","Xã Thạnh Xuân, Thành phố Cần Thơ",12047,15
12303,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Tân Hòa,xa,tan-hoa,Xã Tân Hòa,"Tân Hòa, Cần Thơ","Xã Tân Hòa, Thành phố Cần Thơ",12303,15
12559,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Trường Long Tây,xa,truong-long-tay,Xã Trường Long Tây,"Trường Long Tây, Cần Thơ","Xã Trường Long Tây, Thành phố Cần Thơ",12559,15
12815,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Châu Thành,xa,chau-thanh,Xã Châu Thành,"Châu Thành, Cần Thơ","Xã Châu Thành, Thành phố Cần Thơ",12815,15
13071,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Đông Phước,xa,dong-phuoc,Xã Đông Phước,"Đông Phước, Cần Thơ","Xã Đông Phước, Thành phố Cần Thơ",13071,15
13327,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Phú Hữu,xa,phu-huu,Xã Phú Hữu,"Phú Hữu, Cần Thơ","Xã Phú Hữu, Thành phố Cần Thơ",13327,15
13583,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Đại Thành,phuong,dai-thanh,Phường Đại Thành,"Đại Thành, Cần Thơ","Phường Đại Thành, Thành phố Cần Thơ",13583,15
13839,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Ngã Bảy,phuong,nga-bay,Phường Ngã Bảy,"Ngã Bảy, Cần Thơ","Phường Ngã Bảy, Thành phố Cần Thơ",13839,15
14095,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Tân Bình,xa,tan-binh,Xã Tân Bình,"Tân Bình, Cần Thơ","Xã Tân Bình, Thành phố Cần Thơ",14095,15
14351,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Hòa An,xa,hoa-an,Xã Hòa An,"Hòa An, Cần Thơ","Xã Hòa An, Thành phố Cần Thơ",14351,15
14607,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Phương Bình,xa,phuong-binh,Xã Phương Bình,"Phương Bình, Cần Thơ","Xã Phương Bình, Thành phố Cần Thơ",14607,15
14863,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Tân Phước Hưng,xa,tan-phuoc-hung,Xã Tân Phước Hưng,"Tân Phước Hưng, Cần Thơ","Xã Tân Phước Hưng, Thành phố Cần Thơ",14863,15
15119,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Hiệp Hưng,xa,hiep-hung,Xã Hiệp Hưng,"Hiệp Hưng, Cần Thơ","Xã Hiệp Hưng, Thành phố Cần Thơ",15119,15
15375,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Phụng Hiệp,xa,phung-hiep,Xã Phụng Hiệp,"Phụng Hiệp, Cần Thơ","Xã Phụng Hiệp, Thành phố Cần Thơ",15375,15
15631,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Thạnh Hòa,xa,thanh-hoa,Xã Thạnh Hòa,"Thạnh Hòa, Cần Thơ","Xã Thạnh Hòa, Thành phố Cần Thơ",15631,15
15887,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Bình Thủy,phuong,binh-thuy,Phường Bình Thủy,"Bình Thủy, Cần Thơ","Phường Bình Thủy, Thành phố Cần Thơ",15887,15
16143,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Thốt Nốt,phuong,thot-not,Phường Thốt Nốt,"Thốt Nốt, Cần Thơ","Phường Thốt Nốt, Thành phố Cần Thơ",16143,15
16399,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Thuận Hưng,phuong,thuan-hung,Phường Thuận Hưng,"Thuận Hưng, Cần Thơ","Phường Thuận Hưng, Thành phố Cần Thơ",16399,15
16655,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Phú Tâm,xa,phu-tam,Xã Phú Tâm,"Phú Tâm, Cần Thơ","Xã Phú Tâm, Thành phố Cần Thơ",16655,15
16911,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,An Ninh,xa,an-ninh,Xã An Ninh,"An Ninh, Cần Thơ","Xã An Ninh, Thành phố Cần Thơ",16911,15
17167,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Thuận Hòa,xa,thuan-hoa,Xã Thuận Hòa,"Thuận Hòa, Cần Thơ","Xã Thuận Hòa, Thành phố Cần Thơ",17167,15
17423,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Hồ Đắc Kiện,xa,ho-dac-kien,Xã Hồ Đắc Kiện,"Hồ Đắc Kiện, Cần Thơ","Xã Hồ Đắc Kiện, Thành phố Cần Thơ",17423,15
17679,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Mỹ Tú,xa,my-tu,Xã Mỹ Tú,"Mỹ Tú, Cần Thơ","Xã Mỹ Tú, Thành phố Cần Thơ",17679,15
17935,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Long Hưng,xa,long-hung,Xã Long Hưng,"Long Hưng, Cần Thơ","Xã Long Hưng, Thành phố Cần Thơ",17935,15
18191,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Mỹ Hương,xa,my-huong,Xã Mỹ Hương,"Mỹ Hương, Cần Thơ","Xã Mỹ Hương, Thành phố Cần Thơ",18191,15
18447,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Vĩnh Phước,phuong,vinh-phuoc,Phường Vĩnh Phước,"Vĩnh Phước, Cần Thơ","Phường Vĩnh Phước, Thành phố Cần Thơ",18447,15
18703,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Vĩnh Châu,phuong,vinh-chau,Phường Vĩnh Châu,"Vĩnh Châu, Cần Thơ","Phường Vĩnh Châu, Thành phố Cần Thơ",18703,15
18959,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Khánh Hòa,phuong,khanh-hoa,Phường Khánh Hòa,"Khánh Hòa, Cần Thơ","Phường Khánh Hòa, Thành phố Cần Thơ",18959,15
19215,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Ngã Năm,phuong,nga-nam,Phường Ngã Năm,"Ngã Năm, Cần Thơ","Phường Ngã Năm, Thành phố Cần Thơ",19215,15
19471,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Mỹ Quới,phuong,my-quoi,Phường Mỹ Quới,"Mỹ Quới, Cần Thơ","Phường Mỹ Quới, Thành phố Cần Thơ",19471,15
19727,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Tân Long,xa,tan-long,Xã Tân Long,"Tân Long, Cần Thơ","Xã Tân Long, Thành phố Cần Thơ",19727,15
19983,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Phú Lộc,xa,phu-loc,Xã Phú Lộc,"Phú Lộc, Cần Thơ","Xã Phú Lộc, Thành phố Cần Thơ",19983,15
20239,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Vĩnh Lợi,xa,vinh-loi,Xã Vĩnh Lợi,"Vĩnh Lợi, Cần Thơ","Xã Vĩnh Lợi, Thành phố Cần Thơ",20239,15
20495,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Lâm Tân,xa,lam-tan,Xã Lâm Tân,"Lâm Tân, Cần Thơ","Xã Lâm Tân, Thành phố Cần Thơ",20495,15
20751,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Thạnh Thới An,xa,thanh-thoi-an,Xã Thạnh Thới An,"Thạnh Thới An, Cần Thơ","Xã Thạnh Thới An, Thành phố Cần Thơ",20751,15
21007,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Tài Văn,xa,tai-van,Xã Tài Văn,"Tài Văn, Cần Thơ","Xã Tài Văn, Thành phố Cần Thơ",21007,15
21263,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Liêu Tú,xa,lieu-tu,Xã Liêu Tú,"Liêu Tú, Cần Thơ","Xã Liêu Tú, Thành phố Cần Thơ",21263,15
21519,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Lịch Hội Thượng,xa,lich-hoi-thuong,Xã Lịch Hội Thượng,"Lịch Hội Thượng, Cần Thơ","Xã Lịch Hội Thượng, Thành phố Cần Thơ",21519,15
21775,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Trần Đề,xa,tran-de,Xã Trần Đề,"Trần Đề, Cần Thơ","Xã Trần Đề, Thành phố Cần Thơ",21775,15
22031,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,An Thạnh,xa,an-thanh,Xã An Thạnh,"An Thạnh, Cần Thơ","Xã An Thạnh, Thành phố Cần Thơ",22031,15
22287,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Cù Lao Dung,xa,cu-lao-dung,Xã Cù Lao Dung,"Cù Lao Dung, Cần Thơ","Xã Cù Lao Dung, Thành phố Cần Thơ",22287,15
22543,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Đại Ngãi,xa,dai-ngai,Xã Đại Ngãi,"Đại Ngãi, Cần Thơ","Xã Đại Ngãi, Thành phố Cần Thơ",22543,15
22799,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Tân Thạnh,xa,tan-thanh,Xã Tân Thạnh,"Tân Thạnh, Cần Thơ","Xã Tân Thạnh, Thành phố Cần Thơ",22799,15
23055,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Long Phú,xa,long-phu,Xã Long Phú,"Long Phú, Cần Thơ","Xã Long Phú, Thành phố Cần Thơ",23055,15
23311,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Nhơn Mỹ,xa,nhon-my,Xã Nhơn Mỹ,"Nhơn Mỹ, Cần Thơ","Xã Nhơn Mỹ, Thành phố Cần Thơ",23311,15
23567,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Phú Lợi,phuong,phu-loi,Phường Phú Lợi,"Phú Lợi, Cần Thơ","Phường Phú Lợi, Thành phố Cần Thơ",23567,15
23823,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Sóc Trăng,phuong,soc-trang,Phường Sóc Trăng,"Sóc Trăng, Cần Thơ","Phường Sóc Trăng, Thành phố Cần Thơ",23823,15
24079,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Mỹ Xuyên,phuong,my-xuyen,Phường Mỹ Xuyên,"Mỹ Xuyên, Cần Thơ","Phường Mỹ Xuyên, Thành phố Cần Thơ",24079,15
24335,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Hòa Tú,xa,hoa-tu,Xã Hòa Tú,"Hòa Tú, Cần Thơ","Xã Hòa Tú, Thành phố Cần Thơ",24335,15
24591,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Gia Hòa,xa,gia-hoa,Xã Gia Hòa,"Gia Hòa, Cần Thơ","Xã Gia Hòa, Thành phố Cần Thơ",24591,15
24847,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Nhu Gia,xa,nhu-gia,Xã Nhu Gia,"Nhu Gia, Cần Thơ","Xã Nhu Gia, Thành phố Cần Thơ",24847,15
25103,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Ngọc Tố,xa,ngoc-to,Xã Ngọc Tố,"Ngọc Tố, Cần Thơ","Xã Ngọc Tố, Thành phố Cần Thơ",25103,15
25359,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Trường Khánh,xa,truong-khanh,Xã Trường Khánh,"Trường Khánh, Cần Thơ","Xã Trường Khánh, Thành phố Cần Thơ",25359,15
25615,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,An Lạc Thôn,xa,an-lac-thon,Xã An Lạc Thôn,"An Lạc Thôn, Cần Thơ","Xã An Lạc Thôn, Thành phố Cần Thơ",25615,15
25871,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Kế Sách,xa,ke-sach,Xã Kế Sách,"Kế Sách, Cần Thơ","Xã Kế Sách, Thành phố Cần Thơ",25871,15
26127,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Thới An Hội,xa,thoi-an-hoi,Xã Thới An Hội,"Thới An Hội, Cần Thơ","Xã Thới An Hội, Thành phố Cần Thơ",26127,15
26383,Cần Thơ,can-tho,thanh-pho,Thành phố Cần Thơ,Đại Hải,xa,dai-hai,Xã Đại Hải,"Đại Hải, Cần Thơ","Xã Đại Hải, Thành phố Cần Thơ",26383,15
272,Huế,hue,thanh-pho,Thành phố Huế,Dương Nỗ,phuong,duong-no,Phường Dương Nỗ,"Dương Nỗ, Huế","Phường Dương Nỗ, Thành phố Huế",272,16
528,Huế,hue,thanh-pho,Thành phố Huế,Phong Điền,phuong,phong-dien,Phường Phong Điền,"Phong Điền, Huế","Phường Phong Điền, Thành phố Huế",528,16
784,Huế,hue,thanh-pho,Thành phố Huế,Phong Thái,phuong,phong-thai,Phường Phong Thái,"Phong Thái, Huế","Phường Phong Thái, Thành phố Huế",784,16
1040,Huế,hue,thanh-pho,Thành phố Huế,Phong Dinh,phuong,phong-dinh,Phường Phong Dinh,"Phong Dinh, Huế","Phường Phong Dinh, Thành phố Huế",1040,16
1296,Huế,hue,thanh-pho,Thành phố Huế,Phong Phú,phuong,phong-phu,Phường Phong Phú,"Phong Phú, Huế","Phường Phong Phú, Thành phố Huế",1296,16
1552,Huế,hue,thanh-pho,Thành phố Huế,Phong Quảng,phuong,phong-quang,Phường Phong Quảng,"Phong Quảng, Huế","Phường Phong Quảng, Thành phố Huế",1552,16
1808,Huế,hue,thanh-pho,Thành phố Huế,Đan Điền,xa,dan-dien,Xã Đan Điền,"Đan Điền, Huế","Xã Đan Điền, Thành phố Huế",1808,16
2064,Huế,hue,thanh-pho,Thành phố Huế,Quảng Điền,xa,quang-dien,Xã Quảng Điền,"Quảng Điền, Huế","Xã Quảng Điền, Thành phố Huế",2064,16
2320,Huế,hue,thanh-pho,Thành phố Huế,Hương Trà,phuong,huong-tra,Phường Hương Trà,"Hương Trà, Huế","Phường Hương Trà, Thành phố Huế",2320,16
2576,Huế,hue,thanh-pho,Thành phố Huế,Kim Trà,phuong,kim-tra,Phường Kim Trà,"Kim Trà, Huế","Phường Kim Trà, Thành phố Huế",2576,16
2832,Huế,hue,thanh-pho,Thành phố Huế,Bình Điền,xa,binh-dien,Xã Bình Điền,"Bình Điền, Huế","Xã Bình Điền, Thành phố Huế",2832,16
3088,Huế,hue,thanh-pho,Thành phố Huế,Kim Long,phuong,kim-long,Phường Kim Long,"Kim Long, Huế","Phường Kim Long, Thành phố Huế",3088,16
3344,Huế,hue,thanh-pho,Thành phố Huế,Hương An,phuong,huong-an,Phường Hương An,"Hương An, Huế","Phường Hương An, Thành phố Huế",3344,16
3600,Huế,hue,thanh-pho,Thành phố Huế,Phú Xuân,phuong,phu-xuan,Phường Phú Xuân,"Phú Xuân, Huế","Phường Phú Xuân, Thành phố Huế",3600,16
3856,Huế,hue,thanh-pho,Thành phố Huế,Thuận An,phuong,thuan-an,Phường Thuận An,"Thuận An, Huế","Phường Thuận An, Thành phố Huế",3856,16
4112,Huế,hue,thanh-pho,Thành phố Huế,Hóa Châu,phuong,hoa-chau,Phường Hóa Châu,"Hóa Châu, Huế","Phường Hóa Châu, Thành phố Huế",4112,16
4368,Huế,hue,thanh-pho,Thành phố Huế,Mỹ Thượng,phuong,my-thuong,Phường Mỹ Thượng,"Mỹ Thượng, Huế","Phường Mỹ Thượng, Thành phố Huế",4368,16
4624,Huế,hue,thanh-pho,Thành phố Huế,Vỹ Dạ,phuong,vy-da,Phường Vỹ Dạ,"Vỹ Dạ, Huế","Phường Vỹ Dạ, Thành phố Huế",4624,16
4880,Huế,hue,thanh-pho,Thành phố Huế,Thuận Hóa,phuong,thuan-hoa,Phường Thuận Hóa,"Thuận Hóa, Huế","Phường Thuận Hóa, Thành phố Huế",4880,16
5136,Huế,hue,thanh-pho,Thành phố Huế,An Cựu,phuong,an-cuu,Phường An Cựu,"An Cựu, Huế","Phường An Cựu, Thành phố Huế",5136,16
5392,Huế,hue,thanh-pho,Thành phố Huế,Thủy Xuân,phuong,thuy-xuan,Phường Thủy Xuân,"Thủy Xuân, Huế","Phường Thủy Xuân, Thành phố Huế",5392,16
5648,Huế,hue,thanh-pho,Thành phố Huế,Phú Vinh,xa,phu-vinh,Xã Phú Vinh,"Phú Vinh, Huế","Xã Phú Vinh, Thành phố Huế",5648,16
5904,Huế,hue,thanh-pho,Thành phố Huế,Phú Hồ,xa,phu-ho,Xã Phú Hồ,"Phú Hồ, Huế","Xã Phú Hồ, Thành phố Huế",5904,16
6160,Huế,hue,thanh-pho,Thành phố Huế,Phú Vang,xa,phu-vang,Xã Phú Vang,"Phú Vang, Huế","Xã Phú Vang, Thành phố Huế",6160,16
6416,Huế,hue,thanh-pho,Thành phố Huế,Thanh Thủy,phuong,thanh-thuy,Phường Thanh Thủy,"Thanh Thủy, Huế","Phường Thanh Thủy, Thành phố Huế",6416,16
6672,Huế,hue,thanh-pho,Thành phố Huế,Hương Thủy,phuong,huong-thuy,Phường Hương Thủy,"Hương Thủy, Huế","Phường Hương Thủy, Thành phố Huế",6672,16
6928,Huế,hue,thanh-pho,Thành phố Huế,Phú Bài,phuong,phu-bai,Phường Phú Bài,"Phú Bài, Huế","Phường Phú Bài, Thành phố Huế",6928,16
7184,Huế,hue,thanh-pho,Thành phố Huế,Vinh Lộc,xa,vinh-loc,Xã Vinh Lộc,"Vinh Lộc, Huế","Xã Vinh Lộc, Thành phố Huế",7184,16
7440,Huế,hue,thanh-pho,Thành phố Huế,Hưng Lộc,xa,hung-loc,Xã Hưng Lộc,"Hưng Lộc, Huế","Xã Hưng Lộc, Thành phố Huế",7440,16
7696,Huế,hue,thanh-pho,Thành phố Huế,Lộc An,xa,loc-an,Xã Lộc An,"Lộc An, Huế","Xã Lộc An, Thành phố Huế",7696,16
7952,Huế,hue,thanh-pho,Thành phố Huế,Phú Lộc,xa,phu-loc,Xã Phú Lộc,"Phú Lộc, Huế","Xã Phú Lộc, Thành phố Huế",7952,16
8208,Huế,hue,thanh-pho,Thành phố Huế,Chân Mây-Lăng Cô,xa,chan-maylang-co,Xã Chân Mây-Lăng Cô,"Chân Mây-Lăng Cô, Huế","Xã Chân Mây-Lăng Cô, Thành phố Huế",8208,16
8464,Huế,hue,thanh-pho,Thành phố Huế,Long Quảng,xa,long-quang,Xã Long Quảng,"Long Quảng, Huế","Xã Long Quảng, Thành phố Huế",8464,16
8720,Huế,hue,thanh-pho,Thành phố Huế,Nam Đông,xa,nam-dong,Xã Nam Đông,"Nam Đông, Huế","Xã Nam Đông, Thành phố Huế",8720,16
8976,Huế,hue,thanh-pho,Thành phố Huế,Khe Tre,xa,khe-tre,Xã Khe Tre,"Khe Tre, Huế","Xã Khe Tre, Thành phố Huế",8976,16
9232,Huế,hue,thanh-pho,Thành phố Huế,A Lưới 1,xa,a-luoi-1,Xã A Lưới 1,"A Lưới 1, Huế","Xã A Lưới 1, Thành phố Huế",9232,16
9488,Huế,hue,thanh-pho,Thành phố Huế,A Lưới 2,xa,a-luoi-2,Xã A Lưới 2,"A Lưới 2, Huế","Xã A Lưới 2, Thành phố Huế",9488,16
9744,Huế,hue,thanh-pho,Thành phố Huế,A Lưới 3,xa,a-luoi-3,Xã A Lưới 3,"A Lưới 3, Huế","Xã A Lưới 3, Thành phố Huế",9744,16
10000,Huế,hue,thanh-pho,Thành phố Huế,A Lưới 4,xa,a-luoi-4,Xã A Lưới 4,"A Lưới 4, Huế","Xã A Lưới 4, Thành phố Huế",10000,16
10256,Huế,hue,thanh-pho,Thành phố Huế,A Lưới 5,xa,a-luoi-5,Xã A Lưới 5,"A Lưới 5, Huế","Xã A Lưới 5, Thành phố Huế",10256,16
273,An Giang,an-giang,tinh,Tỉnh An Giang,Hòn Nghệ,xa,hon-nghe,Xã Hòn Nghệ,"Hòn Nghệ, An Giang","Xã Hòn Nghệ, Tỉnh An Giang",273,17
529,An Giang,an-giang,tinh,Tỉnh An Giang,Sơn Hải,xa,son-hai,Xã Sơn Hải,"Sơn Hải, An Giang","Xã Sơn Hải, Tỉnh An Giang",529,17
785,An Giang,an-giang,tinh,Tỉnh An Giang,Hòa Điền,xa,hoa-dien,Xã Hòa Điền,"Hòa Điền, An Giang","Xã Hòa Điền, Tỉnh An Giang",785,17
1041,An Giang,an-giang,tinh,Tỉnh An Giang,Vĩnh Thông,phuong,vinh-thong,Phường Vĩnh Thông,"Vĩnh Thông, An Giang","Phường Vĩnh Thông, Tỉnh An Giang",1041,17
1297,An Giang,an-giang,tinh,Tỉnh An Giang,Vĩnh Tế,phuong,vinh-te,Phường Vĩnh Tế,"Vĩnh Tế, An Giang","Phường Vĩnh Tế, Tỉnh An Giang",1297,17
1553,An Giang,an-giang,tinh,Tỉnh An Giang,Châu Đốc,phuong,chau-doc,Phường Châu Đốc,"Châu Đốc, An Giang","Phường Châu Đốc, Tỉnh An Giang",1553,17
